AssetManager,TampRIAPlatform,SponsorFirm,SponsorFirmId,AdvisoryPlatform,SmaStrategy,MorningstarStrategyId,SmaProductType,MorningstarClass,MorningstarClassId,ManagerClass,TotalAccounts,1Q 2016 a,1Q 2016 g,1Q 2016 r,1Q 2016 n,1Q 2016 d,2Q 2016 a,2Q 2016 g,2Q 2016 r,2Q 2016 n,2Q 2016 d,3Q 2016 a,3Q 2016 g,3Q 2016 r,3Q 2016 n,3Q 2016 d,4Q 2016 a,4Q 2016 g,4Q 2016 r,4Q 2016 n,4Q 2016 d,1Q 2017 a,1Q 2017 g,1Q 2017 r,1Q 2017 n,1Q 2017 d,2Q 2017 a,2Q 2017 g,2Q 2017 r,2Q 2017 n,2Q 2017 d,3Q 2017 a,3Q 2017 g,3Q 2017 r,3Q 2017 n,3Q 2017 d,4Q 2017 a,4Q 2017 g,4Q 2017 r,4Q 2017 n,4Q 2017 d,1Q 2018 a,1Q 2018 g,1Q 2018 r,1Q 2018 n,1Q 2018 d,
Anchor Capital Advisors LLC,Placemark,Janney,N/A,Placemark,Allcap,F00000JVJ0,Model-Delivered,Large Value,N/A,Allcap,62,14.1,0.37,0.45,-0.08,--,14.46,0.233,0.639,-0.406,--,14.23,0.334,0.558,-0.224,--,14.34,0.331,0.543,-0.212,--,14.47,0,0.247,-0.247,--,14.77,0.855,0.688,0.167,--,13.49,0.075,0.938,-0.863,,12.64,0,0.988,-0.988,--,11.68,0.332,0.753,-0.421,--,
Anchor Capital Advisors LLC,Placemark,Janney,N/A,Placemark,Midcap,F00000JVJ1,Model-Delivered,Mid-Cap Value,N/A,Midcap,57,10.06,0,0.07,-0.07,--,9.93,0.147,0.691,-0.544,--,9.97,0.147,0.154,-0.007,--,9.52,0.224,1.07,-0.846,--,9.07,0.085,0.819,-0.734,--,8.25,0.036,0.829,-0.793,--,8.41,0.172,0.156,0.016,,7.99,0,0.672,-0.672,--,8.12,0.37,0,0,--,
Anchor Capital Advisors LLC,Placemark,Janney,N/A,Placemark,Smallcap,F00000JVRH,Model-Delivered,Small Blend,N/A,Smallcap,4,0.34,0,0,0,--,0.317,0,0,0,--,0.336,0,0,0,--,0,0,0.278,-0.278,--,0.328,0.331,0,0.331,--,0.332,0,0,0,--,0.339,0,0,0,,0.217,0,0.12,-0.12,--,0.684,0,0,0,--,
Anchor Capital Advisors LLC,Lockwood,Lockwood,N/A,Managed Account Command,All Cap,F00000JVJ0,Traditional,Large Value,N/A,All Cap,13,2.89,0.1,0,0.1,--,3.01,0,0,0,--,3.09,0,0,0,--,3.3,0.158,0,0.158,--,3.4,0.141,0.164,-0.023,--,3.28,0,0.148,-0.148,--,3.31,0,0,0,,3.4,0,0,0,--,3.23,0,0,0,--,
Anchor Capital Advisors LLC,Lockwood,Lockwood,N/A,Managed Account Command,Balanced,F00000J8TH,Traditional,Allocation,N/A,Balanced,26,5.07,0,0.49,-0.49,--,4.86,0,0.336,-0.336,--,4.86,0,0,0,--,4.98,0.368,0.202,0.166,--,59.89,0,0,0,--,4.58,0,0.485,-0.485,--,3.55,0,1.05,-1.05,,8.62,5.34,0.287,5.053,--,9.02,0.866,0,0.866,--,
Anchor Capital Advisors LLC,Lockwood,Lockwood,N/A,Managed Account Command,Mid Cap,F00000JVJ1,Traditional,Mid-Cap Value,N/A,Mid Cap,70,23.98,0,0.332,-0.332,--,24.35,0,0.111,-0.111,--,23.34,0,0.989,-0.989,--,24.68,0,0.62,-0.62,--,26.24,0.17,0,0.17,--,26.75,0.161,0,0.161,--,27.27,0.325,0,0.325,,24.02,0,3.89,-3.89,--,25.14,1.61,0,1.61,--,
Anchor Capital Advisors LLC,Lockwood,Lockwood,N/A,Managed Account Command,Small Cap ,F00000JVRH,Traditional,Small Blend,N/A,Small Cap ,2,1.11,0,0,0,--,1.11,0,0,0,--,1.19,0,0,0,--,0.707,0,0.658,-0.658,--,0.705,0,0,0,--,0.726,0,0,0,--,0.962,0.212,0,0.212,,0.838,0,0,0,--,0.821,0,0,0,--,
Anchor Capital Advisors LLC,LPL,LPL,N/A,Manager Select,All Cap,F00000JVJ0,Traditional,Large Value,N/A,All Cap,5,1.24,0,0,0,--,0.7,0,0,0,--,1.09,0.446,0.099,0.347,--,1.11,0,0,0,--,1.01,0,0.124,-0.124,--,1.45,4.83,0,4.83,--,1.14,0,0,0,,1.09,0,0.084,-0.084,--,1.24,0.156,0,0.156,--,
Anchor Capital Advisors LLC,LPL,LPL,N/A,Manager Select,Balanced,F00000J8TH,Traditional,Allocation,N/A,Balanced,75,20.57,0.253,0.478,-0.225,--,7.33,0,2.07,-2.07,--,6.37,0,1.08,-1.08,--,11.23,5.42,0.592,4.828,--,14.13,2.61,0.172,2.438,--,19.4,2.63,0.884,1.746,--,21.38,1.74,0.804,0.936,,21.6,0.253,0.407,-0.154,--,20.57,0,0.194,-0.194,--,
Anchor Capital Advisors LLC,LPL,LPL,N/A,Manager Select,Midcap,F00000JVJ1,Traditional,Mid-Cap Value,N/A,Midcap,75,21.46,0,0.133,-0.133,--,20.75,0,0,0,--,20.68,0,0.192,-0.192,--,21.04,0.254,0.566,-0.312,--,22.76,1.1,0.41,0.69,--,22.25,0.102,0.823,-0.721,--,21.56,0.185,1.23,-1.045,,22.15,1.17,1.03,0.14,--,21.46,0.084,0.555,-0.471,--,
Anchor Capital Advisors LLC,LPL,LPL,N/A,Manager Select,Small Cap,F00000JVRH,Traditional,Small Blend,N/A,Small Cap,0,0,0,0,0,--,0,0,0,0,--,0,0,0,0,--,0,0,0,0,--,0,0,0,0,--,--,0,0,0,--,0,0,0,0,,0,0,0,0,--,0,0,0,0,--,
Anchor Capital Advisors LLC,,Merrill Lynch,N/A,Merrill One,Mid Cap,F00000JVJ1,Model-Delivered,Mid-Cap Value,N/A,Mid Cap,522,149.57,2.99,2.65,0.34,--,164.61,14.07,2.05,12.02,--,190.58,23.43,1.29,22.14,--,204.26,9.22,2.58,6.64,--,213.94,6.7,5.25,1.45,--,214.65,0,6.16,-6.16,--,210.17,3.99,5.61,-1.62,,212.27,25.45,33.81,-8.36,--,212.29,5.06,3.6,1.46,--,
Anchor Capital Advisors LLC,,Merrill Lynch,N/A,Merrill One,Balanced,F00000J8TH,Model-Delivered,Allocation,N/A,Balanced,2653,540.45,23.64,20.59,3.05,--,580.35,35.46,15.54,19.92,--,636.1,60.45,12.81,47.64,--,684,60.45,12.21,48.24,--,732.94,42.13,15.56,26.57,--,754.43,34.19,15.37,18.82,--,789.42,34.29,12.25,22.04,,799.47,0.976,3.96,-2.984,--,769.06,28.4,30.82,-2.42,--,
Anchor Capital Advisors LLC,,Merrill Lynch,N/A,SPA,Combination of stragies for each account,,Dual Contract,--,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,--,,,,,,,,,,--,,,,,--,
Anchor Capital Advisors LLC,,Morgan Stanley,N/A,Select,Balanced,F00000J8TH,Model-Delivered,Allocation,N/A,Balanced,1020,261.32,5.09,0,5.09,--,24.63,6.74,0.136,6.604,--,280.91,11.71,3.03,8.68,--,274,10.38,11.62,-1.24,--,280.99,9.31,4.77,4.54,--,283.19,14.11,12.13,1.98,--,285.11,15.29,13.8,1.49,,280.62,6.78,15.42,-8.64,--,261.32,3.12,10.03,-6.91,--,
Anchor Capital Advisors LLC,,Morgan Stanley,N/A,Select,Mid Cap,F00000JVJ1,Model-Delivered,Mid-Cap Value,N/A,Mid Cap,6001,1541.25,16.17,12.04,4.13,--,437.54,18.85,13.38,5.47,--,483.45,21.2,12.09,9.11,--,1517.17,18.19,42.28,-24.09,--,1592.73,17.69,21.9,-4.21,--,1575.75,11.63,31.49,-19.86,--,1579.06,16.4,34.12,-17.72,,1588.48,16.6,50.95,-34.35,--,1541.25,14.27,25.12,-10.85,--,
Anchor Capital Advisors LLC,,Morgan Stanley,N/A,CES or IMS,Combination of stragies for each account,,Dual Contract,--,N/A,,,,,,,,,,,,,,,,,,,,,,--,,,,,--,,,,,--,,,,,,,,,,--,,,,,--,
Anchor Capital Advisors LLC,,Raymond James,N/A,Consulting Services,All Cap,F00000JVJ0,Traditional,Large Value,N/A,All Cap,20,1.64,0,0,0,--,1.69,0.124,0,0.124,--,1.292,0,0,0,--,1.21,0.089,0,0.089,--,1.25,0,0,0,--,1.26,0,0,0,--,2.13,0.818,0,0.818,,2.55,0.129,0,0.129,--,4.12,1.88,0,1.88,--,
Anchor Capital Advisors LLC,,Raymond James,N/A,Consulting Services,Balanced,F00000J8TH,Traditional,Allocation,N/A,Balanced,141,27.91,0.508,0.434,0.074,--,29.61,0.723,0.376,0.347,--,30.9,0.844,0.258,0.586,--,31.88,1.59,0.654,0.936,--,32.45,0.338,0.309,0.029,--,32.3,1.11,1.22,-0.11,--,32.64,1.1,1.7,-0.6,,37.78,4.71,1.09,3.62,--,36.48,0.55,0.321,0.229,--,
Anchor Capital Advisors LLC,,Raymond James,N/A,Consulting Services,Mid Cap,F00000JVJ1,Traditional,Mid-Cap Value,N/A,Mid Cap,255,52.36,0.979,0.203,0.776,--,53.49,0.242,0.367,-0.125,--,60.44,0.1,0.353,-0.253,--,61.87,0.26,1.35,-1.09,--,65.09,1.1,1.77,-0.67,--,66.82,0.354,0.025,0.329,--,88.9,5.59,0.724,4.866,,91.28,2.42,2.45,-0.03,--,89.1,1.08,2.58,-1.5,--,
Anchor Capital Advisors LLC,,RBC,N/A,Consulting Solutions,Balanced,F00000J8TH,Model-Delivered,Allocation,N/A,Balanced,90,1.78,0.258,0,0.258,,3.13,1.27,0,1.27,--,4.87,1.56,0,1.56,--,11.08,6.24,0,6.24,--,18.98,8.76,1.57,7.19,--,21.72,2.3,0,2.3,--,21.85,0,0.376,-0.376,,22.88,0.724,0.22,0.504,--,25.76,3.67,0,3.67,--,
Anchor Capital Advisors LLC,,RBC,N/A,Consulting Solutions,Mid Cap,F00000JVJ1,Model-Delivered,Mid-Cap Value,N/A,Mid Cap,927,163.51,1.41,1.68,-0.27,,168.22,1.61,1.45,0.16,--,167.64,2.2,3.07,-0.87,--,171.18,0.216,1.4,-1.184,--,175.35,18.31,21.8,-3.49,--,178.21,6.8,4.18,2.62,--,170.49,2.73,0.782,1.948,,179.87,7.5,3.87,3.63,--,175.02,1.99,6.11,-4.12,--,
Anchor Capital Advisors LLC,Placemark,RBC,N/A,Placemark,Balanced,F00000J8TH,Model-Delivered,Allocation,N/A,Balanced,1,1.19,0,0,0,--,1.09,0.102,0,0.102,--,1.2,0,0,0,--,1.2,0,0,0,--,1.22,0,0,0,--,1.24,0,0,0,--,1.28,0,0,0,,1.37,0,0,0,--,1.33,0,0,0,--,
Anchor Capital Advisors LLC,Placemark,RBC,N/A,Placemark,Mid Cap,F00000JVJ1,Model-Delivered,Mid-Cap Value,N/A,Mid Cap,1,65.08,4.38,0.856,3.524,--,67.34,1.36,1.06,0.3,--,67.15,0.34,0.96,-0.62,--,70.98,2.84,0.851,1.989,--,73.41,2.11,3.07,-0.96,--,70.68,1.16,4.63,-3.47,--,71.03,0.759,1.16,-0.401,,73.34,1.08,0.35,0.73,--,73.06,1.86,0.835,1.025,--,
Anchor Capital Advisors LLC,,Stifel,N/A,Model Based Program,All Cap,F00000JVJ0,Model-Delivered,Large Value,N/A,All Cap,33,0.74,0.51,0,0.51,--,1.17,0.262,0,0.262,--,2.61,1.33,0,1.33,,3.52,1.14,0.283,0.857,--,4.56,0.92,0,0.92,--,4.68,0.806,0.719,0.087,--,5.71,0.993,0.134,0.859,,7.44,1.4,0.108,1.292,--,6.63,0.661,1.34,-0.679,--,
Anchor Capital Advisors LLC,,Stifel,N/A,Model Based Program,Balanced,F00000J8TH,Model-Delivered,Allocation,N/A,Balanced,207,40.63,0.97,2.16,-1.19,--,41.25,0.716,1.73,-1.014,--,45.46,3.33,0,3.33,--,47.05,2.88,1.37,1.51,--,47.88,1.57,0.189,1.381,--,46.02,0.208,2.34,-2.132,--,47.58,1.36,1.44,-0.08,,47.82,2.22,2.66,-0.44,--,47.95,1.35,0.641,0.709,--,
Anchor Capital Advisors LLC,,Stifel,N/A,Model Based Program,Midcap,F00000JVJ1,Model-Delivered,Mid-Cap Value,N/A,Midcap,73,35.54,0,1.36,-1.36,--,33.55,0.213,0.21,0.003,--,36.03,1.3,0.182,1.118,--,30.86,0.717,5.37,-4.653,--,32.28,0.511,0.283,0.228,--,36.53,4.004,0,4.004,--,36.31,0.323,1.29,-0.967,,37.16,0,0.198,-0.198,--,36.34,0.143,0.145,-0.002,--,
Anchor Capital Advisors LLC,,Stifel,N/A,Model Based Program,Small Cap,F00000JVRH,Model-Delivered,Small Blend,N/A,Small Cap,22,2.63,0,0,0,--,2.68,0.207,0,0.207,--,0.336,0,0.282,-0.282,--,2.9,0.191,0.183,0.008,--,3.13,0.25,0,0.25,--,3.44,0.415,0.121,0.294,--,3.2,0.089,0.399,-0.31,,3.23,0.102,0,0.102,--,3.34,0.153,0,0.153,--,
Anchor Capital Advisors LLC,Sowell,Sowell,N/A,UMA Program,Balanced,F00000J8TH,Model-Delivered,Allocation,N/A,Balanced,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,--,
Anchor Capital Advisors LLC,,UBS,N/A,Access,Balanced,F00000J8TH,Traditional,Allocation,N/A,Balanced,713,187.28,0,5.81,-5.81,--,196.89,8.72,7.36,1.36,--,196.08,13.06,18.29,-5.23,--,205.22,16.56,7.5,9.06,--,214.98,12.89,10.85,2.04,--,211.8,5.001,8.1,-3.099,--,214.79,1.77,6,-4.23,,205.84,4.29,16.45,-12.16,--,197.76,6.47,8.12,-1.65,--,
Anchor Capital Advisors LLC,,UBS,N/A,Access,Mid Cap,F00000JVJ1,Traditional,Mid-Cap Value,N/A,Mid Cap,1655,648.31,3.09,18.03,-14.94,--,666.78,12.03,14.14,-2.11,--,663.35,4.16,11.33,-7.17,--,691.37,7.92,4.9,3.02,--,716.31,9.16,16.24,-7.08,--,692.37,5.46,29.5,-24.04,--,688.43,5.21,15.56,-10.35,,688.72,6.43,21.1,-14.67,--,667.09,2.95,12.28,-9.33,--,
Anchor Capital Advisors LLC,,UBS,N/A,Access,Focused Value,F00000Q3ZF,Traditional,Mid-Cap Value,N/A,Focused Value,36,0.168,0,0,0,--,0.276,0.1,0,0.1,--,1.54,0.865,0,0.865,--,2.77,0.884,0,0.884,--,4.3,1.39,0,1.39,--,7.25,2.26,0.115,2.145,--,8.75,1.28,0,1.28,,10.84,2.36,0.224,2.136,--,10.35,0,0.12,-0.12,--,
Anchor Capital Advisors LLC,,UBS,N/A,SWP,Balanced,F00000J8TH,UMA-Traded by Anchor,Allocation,N/A,Balanced,0,--,0,0,0,--,0,0,0,0,--,0,0,0,0,--,0,0,0,0,--,0,0,0,0,--,--,0,0,0,--,0,0,0,0,,0,0,0,0,--,0,0,0,0,--,
Anchor Capital Advisors LLC,,UBS,N/A,SWP,Mid Cap,F00000JVJ1,UMA-Traded by Anchor,Mid-Cap Value,N/A,Mid Cap,396,108.08,0.659,3.93,-3.271,--,110.63,0.92,2.6,-1.68,--,101.09,3.88,12.04,-8.16,--,108.95,4.96,2.07,2.89,--,102.9,1.7,2.26,-0.56,--,110.12,0.636,2.57,-1.934,--,110.54,1.61,1.81,-0.2,,115.3,3.01,2.96,0.05,--,117.39,1.76,1.79,-0.03,--,
Anchor Capital Advisors LLC,,UBS,N/A,SWP,Focused Value,F00000Q3ZF,UMA-Traded by Anchor,Mid-Cap Value,N/A,Focused Value,16,0.417,0,0,0,--,0.604,0.174,0,0.174,--,1.01,0.32,0,0.32,--,1.45,0.382,0,0.382,--,1.61,0.102,0,0.102,--,1.78,0.211,0,0.211,--,1.83,0.139,0.099,0.04,,2.52,0.558,0,0.558,--,2.78,0.328,0.13,0.198,--,
Anchor Capital Advisors LLC,,UBS,N/A,MAC,Combination of stragies for each account,,Dual Contract,--,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,--,,,,,--,
Anchor Capital Advisors LLC,Vestmark,Vestmark,N/A,Vestmark Manager Marketplace Program,Balanced,F00000J8TH,Model-Delivered,Allocation,N/A,Balanced,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,
Anchor Capital Advisors LLC,Vestmark,Vestmark,N/A,Vestmark Manager Marketplace Program,Focused Value,,Model-Delivered,Mid-Cap Value,N/A,Focused Value,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,
Anchor Capital Advisors LLC,Vestmark,Vestmark,N/A,Vestmark Manager Marketplace Program,Mid Cap,F00000JVJ1,Model-Delivered,Mid-Cap Value,N/A,Mid Cap,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,
Anchor Capital Advisors LLC,Vestmark,Vestmark,N/A,Vestmark Manager Marketplace Program,All Cap,F00000JVJ0,Model-Delivered,Large Value,N/A,All Cap,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,
Anchor Capital Advisors LLC,Vestmark,Vestmark,N/A,Vestmark Manager Marketplace Program,Small Cap,F00000JVRH,Model-Delivered,Small Blend,N/A,Small Cap,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,
Anchor Capital Advisors LLC,Vestmark,Vestmark,N/A,Vestmark Manager Marketplace Program,REIT,F00000XX8J,Model-Delivered,Real Estate,N/A,REIT,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,
Anchor Capital Advisors LLC,Vestmark,Vestmark,N/A,Vestmark Manager Marketplace Program,SMID,F00000ML4H,Model-Delivered,Small Blend,N/A,SMID,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,
Anchor Capital Advisors LLC,Vestmark,Vestmark,N/A,Vestmark Manager Marketplace Program,Select Dividend,F00000XS3J,Model-Delivered,Large Value,N/A,Select Dividend,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,--,0,0,0,--,
Anchor Capital Advisors LLC,,Wells Fargo Advisors,N/A,DMA and Masters Programs ,Balanced ,F00000J8TH,Model-Delivered,Allocation,N/A,Balanced ,4137,863.61,36.73,33.78,2.95,--,926.02,61.31,27.83,33.48,--,1046.75,93.44,26.32,67.12,--,1085.57,78.36,38.99,39.37,--,1124.85,56.44,43.36,13.08,--,1119.06,41.7,54.24,-12.54,--,1138.15,29.1,35.04,-5.94,,1139.99,26.6,38.92,-12.32,--,1077.21,29.1,44.84,-15.74,--,
Anchor Capital Advisors LLC,,Wells Fargo Advisors,N/A,DMA and Masters Programs ,Midcap,F00000JVJ1,Model-Delivered,Mid-Cap Value,N/A,Midcap,1443,378.67,6.911,9.11,-2.199,--,386.84,6.4,8.94,-2.54,--,390.78,11.03,9.67,1.36,--,410.85,10.59,5.66,4.93,--,431.28,8.35,5.62,2.73,--,436.51,11.88,11.65,0.23,--,437.18,6.03,12.63,-6.6,,459.06,9.19,13.32,-4.13,--,438.86,10.12,24.68,-14.56,--,
Anchor Capital Advisors LLC,,Wells Fargo Advisors,N/A,DMA and Masters Programs ,All Cap,F00000JVJ0,Model-Delivered,Large Value,N/A,All Cap,340,52.36,4.32,3.03,1.29,--,64.25,8.66,0.461,8.199,--,70.57,8.43,4.69,3.74,--,79.91,10.32,1.6,8.72,--,93.22,15.09,5.61,9.48,--,100,10.71,3.59,7.12,--,101.41,2.27,4.15,-1.88,,99.36,2.4,6.83,-4.43,--,97.05,5.66,3.49,2.17,--,
Anchor Capital Advisors LLC,,Wells Fargo Advisors,N/A,Private Advisor Network,Combination of stragies for each account,,Dual Contract,--,N/A,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,--,,,,,,,,,,--,,,,,--,
Anchor Capital Advisors LLC,,Wells Fargo Bank,N/A,Managed Diversified Portfolios ,Midcap,F00000JVJ1,Traditional,Mid-Cap Value,N/A,Midcap,170,81.5,1.12,1.53,-0.41,--,82.84,1.18,3.33,-2.15,--,84.29,0.905,1.34,-0.435,--,85.81,0.864,2.24,-1.376,--,84.34,0.448,5.15,-4.702,--,84.25,0.415,0.984,-0.569,--,85.13,0.543,0.721,-0.178,,87.39,0.102,0.936,-0.834,--,85.24,0.906,0.687,0.219,--,
