Renaissance Investment Management,2016-03-31,Adhesion,-0.23000000,1,1
Anchor Capital LLC,2017-09-30,Ameriprise,-6.82600000,8,10
Franklin Templeton,2017-09-30,Ameriprise,-8.84564321,9,10
Principal,2017-09-30,Ameriprise,-10.90363601,10,10
Legg Mason,2017-09-30,Citi,43.40109634,1,9
Delaware,2017-09-30,Citi,9.50331857,2,9
Invesco,2017-09-30,Citi,6.31197414,3,9
Principal,2017-09-30,Citi,1.32000007,4,9
Lord Abbett,2017-09-30,Citi,0.88390952,5,9
Renaissance Investment Management,2017-09-30,Citi,0.09000000,6,9
Brandes,2017-09-30,Citi,-0.14396426,7,9
Allianz Global Investors,2017-09-30,Citi,-0.16236500,8,9
Franklin Templeton,2017-09-30,Citi,-0.38059342,9,9
Anchor Capital LLC,2017-09-30,Edward Jones,58.76757950,1,8
Congress Asset Management,2017-09-30,Edward Jones,3.01274395,2,8
Legg Mason,2017-09-30,Edward Jones,2.61599089,3,8
Invesco,2017-09-30,Edward Jones,0.54667716,4,8
Principal,2017-09-30,Edward Jones,0.06524638,5,8
Lazard Asset Management LLC,2017-09-30,Edward Jones,-0.93500000,6,8
Franklin Templeton,2017-09-30,Edward Jones,-18.59012764,7,8
GW&K Investment Management  ,2017-09-30,Edward Jones,-60.43074142,8,8
Legg Mason,2017-09-30,Janney,32.38550347,1,8
Anchor Capital LLC,2017-09-30,Janney,7.23922370,2,8
Lazard Asset Management LLC,2017-09-30,Janney,0.81100000,3,8
Brandes,2017-09-30,Janney,0.17484081,4,8
Principal,2017-09-30,Janney,0.10596630,5,8
GW&K Investment Management  ,2017-09-30,Janney,0.00023877,6,8
Lord Abbett,2017-09-30,Janney,-0.04138491,7,8
Renaissance Investment Management,2017-09-30,Janney,-0.07000000,8,8
Congress Asset Management,2017-09-30,LPL,13.41649059,1,11
GW&K Investment Management  ,2017-09-30,LPL,7.17722581,2,11
Delaware,2017-09-30,LPL,4.35304338,3,11
Brandes,2017-09-30,LPL,2.66187631,4,11
Lord Abbett,2017-09-30,LPL,1.74883710,5,11
Invesco,2017-09-30,LPL,1.50845277,6,11
Lazard Asset Management LLC,2017-09-30,LPL,0.21169569,7,11
Franklin Templeton,2017-09-30,LPL,-0.19761383,8,11
Anchor Capital LLC,2017-09-30,LPL,-0.47067050,9,11
Legg Mason,2017-09-30,LPL,-1.73384925,10,11
Renaissance Investment Management,2017-09-30,LPL,-2.85265000,11,11
Legg Mason,2017-09-30,Merrill,793.25936607,1,13
Delaware,2017-09-30,Merrill,304.86449821,2,13
GW&K Investment Management  ,2017-09-30,Merrill,107.41612339,3,13
Lord Abbett,2017-09-30,Merrill,83.10000000,4,13
Principal,2017-09-30,Merrill,34.72952879,5,13
Congress Asset Management,2017-09-30,Merrill,33.26376910,6,13
Lazard Asset Management LLC,2017-09-30,Merrill,32.25426443,7,13
Anchor Capital LLC,2017-09-30,Merrill,20.18588320,8,13
Brandes,2017-09-30,Merrill,-0.24635971,9,13
Renaissance Investment Management,2017-09-30,Merrill,-1.19000000,10,13
Franklin Templeton,2017-09-30,Merrill,-9.28236597,11,13
Allianz Global Investors,2017-09-30,Merrill,-34.06632521,12,13
Invesco,2017-09-30,Merrill,-41.62694081,13,13
Lazard Asset Management LLC,2017-09-30,MSWM,219.05255120,1,13
Delaware,2017-09-30,MSWM,184.90625688,2,13
Legg Mason,2017-09-30,MSWM,86.24642695,3,13
Principal,2017-09-30,MSWM,83.49026121,4,13
Brandes,2017-09-30,MSWM,61.27260120,5,13
Lord Abbett,2017-09-30,MSWM,37.98140516,6,13
Invesco,2017-09-30,MSWM,7.52132169,7,13
Congress Asset Management,2017-09-30,MSWM,4.60568370,8,13
GW&K Investment Management  ,2017-09-30,MSWM,-9.25547009,9,13
Anchor Capital LLC,2017-09-30,MSWM,-16.40900119,10,13
Franklin Templeton,2017-09-30,MSWM,-29.78983403,11,13
Renaissance Investment Management,2017-09-30,MSWM,-30.91000000,12,13
Allianz Global Investors,2017-09-30,MSWM,-113.31222214,13,13
Invesco,2017-09-30,Natixis,0.13602991,1,2
Brandes,2017-09-30,Natixis,-4.11024609,2,2
GW&K Investment Management  ,2017-09-30,Oppenheimer,11.03244553,1,6
Legg Mason,2017-09-30,Oppenheimer,3.65290014,2,6
Delaware,2017-09-30,Oppenheimer,1.95731041,3,6
Brandes,2017-09-30,Oppenheimer,1.92342364,4,6
Congress Asset Management,2017-09-30,Oppenheimer,0.16921457,5,6
Invesco,2017-09-30,Oppenheimer,-1.66680076,6,6
GW&K Investment Management  ,2017-09-30,PNC,22.06495430,1,6
Principal,2017-09-30,PNC,12.72245566,2,6
Delaware,2017-09-30,PNC,1.07328819,3,6
Franklin Templeton,2017-09-30,PNC,-0.00600000,4,6
Lazard Asset Management LLC,2017-09-30,PNC,-0.01302477,5,6
Legg Mason,2017-09-30,PNC,-0.53662573,6,6
Legg Mason,2017-09-30,Raymond James,307.07908761,1,12
Delaware,2017-09-30,Raymond James,30.38013778,2,12
GW&K Investment Management  ,2017-09-30,Raymond James,14.83421012,3,12
Principal,2017-09-30,Raymond James,13.52309659,4,12
Lazard Asset Management LLC,2017-09-30,Raymond James,12.99144676,5,12
Anchor Capital LLC,2017-09-30,Raymond James,5.08400000,6,12
Invesco,2017-09-30,Raymond James,3.22703745,7,12
Franklin Templeton,2017-09-30,Raymond James,-0.04993816,8,12
Congress Asset Management,2017-09-30,Raymond James,-0.35120578,9,12
Brandes,2017-09-30,Raymond James,-0.79893145,10,12
Lord Abbett,2017-09-30,Raymond James,-2.77512389,11,12
Allianz Global Investors,2017-09-30,Raymond James,-8.44425114,12,12
Principal,2017-09-30,RBC,29.26951584,1,10
Legg Mason,2017-09-30,RBC,12.03644564,2,10
GW&K Investment Management  ,2017-09-30,RBC,4.69082460,3,10
Brandes,2017-09-30,RBC,4.54158831,4,10
Lazard Asset Management LLC,2017-09-30,RBC,4.06806107,5,10
Congress Asset Management,2017-09-30,RBC,2.57507397,6,10
Anchor Capital LLC,2017-09-30,RBC,1.17496400,7,10
Invesco,2017-09-30,RBC,0.52424546,8,10
Lord Abbett,2017-09-30,RBC,0.29224437,9,10
Franklin Templeton,2017-09-30,RBC,-0.86112091,10,10
Legg Mason,2017-09-30,Stifel,41.80916665,1,10
GW&K Investment Management  ,2017-09-30,Stifel,17.01762242,2,10
Brandes,2017-09-30,Stifel,7.69341728,3,10
Lazard Asset Management LLC,2017-09-30,Stifel,0.50000000,4,10
Principal,2017-09-30,Stifel,0.02473795,5,10
Franklin Templeton,2017-09-30,Stifel,0.02040354,6,10
Allianz Global Investors,2017-09-30,Stifel,-0.08536621,7,10
Invesco,2017-09-30,Stifel,-0.42081021,8,10
Anchor Capital LLC,2017-09-30,Stifel,-0.49800000,9,10
Lord Abbett,2017-09-30,Stifel,-1.34217262,10,10
GW&K Investment Management  ,2017-09-30,UBS,55.60120627,1,13
Lazard Asset Management LLC,2017-09-30,UBS,37.90731508,2,13
Delaware,2017-09-30,UBS,20.87081149,3,13
Lord Abbett,2017-09-30,UBS,20.84280322,4,13
Renaissance Investment Management,2017-09-30,UBS,-0.87000000,5,13
Franklin Templeton,2017-09-30,UBS,-0.87892482,6,13
Congress Asset Management,2017-09-30,UBS,-5.04553744,7,13
Legg Mason,2017-09-30,UBS,-14.02263381,8,13
Brandes,2017-09-30,UBS,-15.64376825,9,13
Anchor Capital LLC,2017-09-30,UBS,-17.94238427,10,13
Invesco,2017-09-30,UBS,-27.66264904,11,13
Principal,2017-09-30,UBS,-43.07106249,12,13
Allianz Global Investors,2017-09-30,UBS,-53.25313500,13,13
Principal,2017-12-31,Adhesion,2.23482852,1,6
Lazard Asset Management LLC,2017-12-31,Adhesion,0.44100000,2,6
Invesco,2017-12-31,Adhesion,0.11596111,3,6
Renaissance Investment Management,2017-12-31,Adhesion,0.06000000,4,6
Anchor Capital LLC,2017-12-31,Adhesion,-0.00964400,5,6
Congress Asset Management,2017-12-31,Adhesion,-1.08412046,6,6
Legg Mason,2017-12-31,Ameriprise,33.13860130,1,10
Lazard Asset Management LLC,2017-12-31,Ameriprise,16.91800000,2,10
Renaissance Investment Management,2017-12-31,Ameriprise,1.73000000,3,10
Lord Abbett,2017-12-31,Ameriprise,0.20000000,4,10
Invesco,2017-12-31,Ameriprise,-0.41347149,5,10
Delaware,2017-12-31,Ameriprise,-0.72845565,6,10
GW&K Investment Management  ,2017-12-31,Ameriprise,-4.95375274,7,10
Principal,2017-12-31,Ameriprise,-11.75225714,8,10
Franklin Templeton,2017-12-31,Ameriprise,-13.76201597,9,10
Anchor Capital LLC,2017-12-31,Ameriprise,-48.57800000,10,10
Delaware,2017-12-31,Citi,25.24354598,1,9
Legg Mason,2017-12-31,Citi,11.14986211,2,9
Brandes,2017-12-31,Citi,4.50272668,3,9
Lord Abbett,2017-12-31,Citi,0.77724644,4,9
Allianz Global Investors,2017-12-31,Citi,0.12583300,5,9
Renaissance Investment Management,2017-12-31,Citi,-0.54000000,6,9
Franklin Templeton,2017-12-31,Citi,-0.75857253,7,9
Invesco,2017-12-31,Citi,-0.77799219,8,9
Principal,2017-12-31,Citi,-8.68140454,9,9
Anchor Capital LLC,2017-12-31,Edward Jones,92.96200000,1,8
GW&K Investment Management  ,2017-12-31,Edward Jones,41.29698816,2,8
Lazard Asset Management LLC,2017-12-31,Edward Jones,4.05400000,3,8
Legg Mason,2017-12-31,Edward Jones,3.45546044,4,8
Invesco,2017-12-31,Edward Jones,3.00719467,5,8
Congress Asset Management,2017-12-31,Edward Jones,2.06794577,6,8
Franklin Templeton,2017-12-31,Edward Jones,1.60656922,7,8
Principal,2017-12-31,Edward Jones,0.26214679,8,8
Legg Mason,2017-12-31,Janney,33.53675001,1,8
Principal,2017-12-31,Janney,30.91779652,2,8
Lazard Asset Management LLC,2017-12-31,Janney,0.77300000,3,8
Lord Abbett,2017-12-31,Janney,0.58375638,4,8
Renaissance Investment Management,2017-12-31,Janney,0.47000000,5,8
Brandes,2017-12-31,Janney,0.16338995,6,8
GW&K Investment Management  ,2017-12-31,Janney,-0.20023792,7,8
Anchor Capital LLC,2017-12-31,Janney,-3.40172800,8,8
Lord Abbett,2017-12-31,LPL,3.72919386,1,11
Legg Mason,2017-12-31,LPL,3.59774452,2,11
Lazard Asset Management LLC,2017-12-31,LPL,3.46600000,3,11
Congress Asset Management,2017-12-31,LPL,2.37597778,4,11
Brandes,2017-12-31,LPL,1.86142705,5,11
Franklin Templeton,2017-12-31,LPL,0.85685556,6,11
Anchor Capital LLC,2017-12-31,LPL,-0.09800000,7,11
Renaissance Investment Management,2017-12-31,LPL,-0.82697000,8,11
GW&K Investment Management  ,2017-12-31,LPL,-1.35412543,9,11
Invesco,2017-12-31,LPL,-2.17951453,10,11
Delaware,2017-12-31,LPL,-5.30287700,11,11
Legg Mason,2017-12-31,Merrill,445.72303117,1,13
GW&K Investment Management  ,2017-12-31,Merrill,323.92845469,2,13
Principal,2017-12-31,Merrill,76.17340636,3,13
Delaware,2017-12-31,Merrill,58.97917101,4,13
Lazard Asset Management LLC,2017-12-31,Merrill,27.24663703,5,13
Renaissance Investment Management,2017-12-31,Merrill,9.22000000,6,13
Franklin Templeton,2017-12-31,Merrill,5.32135294,7,13
Congress Asset Management,2017-12-31,Merrill,4.76438469,8,13
Brandes,2017-12-31,Merrill,-5.17948366,9,13
Lord Abbett,2017-12-31,Merrill,-6.92935086,10,13
Anchor Capital LLC,2017-12-31,Merrill,-12.39824733,11,13
Invesco,2017-12-31,Merrill,-30.14644503,12,13
Allianz Global Investors,2017-12-31,Merrill,-73.79258698,13,13
Lazard Asset Management LLC,2017-12-31,MSWM,209.02249934,1,13
Principal,2017-12-31,MSWM,68.75219901,2,13
Delaware,2017-12-31,MSWM,41.74307387,3,13
Congress Asset Management,2017-12-31,MSWM,30.12442240,4,13
GW&K Investment Management  ,2017-12-31,MSWM,12.47345705,5,13
Lord Abbett,2017-12-31,MSWM,11.66060436,6,13
Brandes,2017-12-31,MSWM,2.78106855,7,13
Franklin Templeton,2017-12-31,MSWM,-22.38546884,8,13
Anchor Capital LLC,2017-12-31,MSWM,-43.20215627,9,13
Allianz Global Investors,2017-12-31,MSWM,-49.47178203,10,13
Invesco,2017-12-31,MSWM,-75.58844385,11,13
Renaissance Investment Management,2017-12-31,MSWM,-79.65000000,12,13
Legg Mason,2017-12-31,MSWM,-162.12815346,13,13
Invesco,2017-12-31,Natixis,-0.01931780,1,2
Brandes,2017-12-31,Natixis,-4.87308607,2,2
Legg Mason,2017-12-31,Oppenheimer,4.38383100,1,6
Delaware,2017-12-31,Oppenheimer,1.13199463,2,6
Invesco,2017-12-31,Oppenheimer,-0.82096458,3,6
Brandes,2017-12-31,Oppenheimer,-2.22535825,4,6
Congress Asset Management,2017-12-31,Oppenheimer,-2.36887745,5,6
GW&K Investment Management  ,2017-12-31,Oppenheimer,-14.53881950,6,6
Delaware,2017-12-31,PNC,21.07094201,1,6
GW&K Investment Management  ,2017-12-31,PNC,11.11881945,2,6
Legg Mason,2017-12-31,PNC,0.84591947,3,6
Principal,2017-12-31,PNC,0.02015919,4,6
Franklin Templeton,2017-12-31,PNC,-0.00600000,5,6
Lazard Asset Management LLC,2017-12-31,PNC,-0.01214245,6,6
Legg Mason,2017-12-31,Raymond James,134.45088314,1,12
Lazard Asset Management LLC,2017-12-31,Raymond James,20.95096203,2,12
Principal,2017-12-31,Raymond James,16.35458864,3,12
Anchor Capital LLC,2017-12-31,Raymond James,3.71900000,4,12
Lord Abbett,2017-12-31,Raymond James,2.14616572,5,12
Delaware,2017-12-31,Raymond James,0.31010464,6,12
Brandes,2017-12-31,Raymond James,0.19986447,7,12
Franklin Templeton,2017-12-31,Raymond James,-1.54366408,8,12
Allianz Global Investors,2017-12-31,Raymond James,-2.10819714,9,12
Congress Asset Management,2017-12-31,Raymond James,-3.19770474,10,12
Invesco,2017-12-31,Raymond James,-3.54946412,11,12
GW&K Investment Management  ,2017-12-31,Raymond James,-17.65755949,12,12
Legg Mason,2017-12-31,RBC,16.92342954,1,10
GW&K Investment Management  ,2017-12-31,RBC,15.89315055,2,10
Lazard Asset Management LLC,2017-12-31,RBC,6.62600866,3,10
Anchor Capital LLC,2017-12-31,RBC,4.91637000,4,10
Franklin Templeton,2017-12-31,RBC,3.72394094,5,10
Lord Abbett,2017-12-31,RBC,1.19703181,6,10
Brandes,2017-12-31,RBC,0.97257276,7,10
Invesco,2017-12-31,RBC,-0.65812802,8,10
Congress Asset Management,2017-12-31,RBC,-2.13100721,9,10
Principal,2017-12-31,RBC,-31.94130849,10,10
Legg Mason,2017-12-31,Stifel,47.72988393,1,10
GW&K Investment Management  ,2017-12-31,Stifel,5.86367766,2,10
Brandes,2017-12-31,Stifel,1.09928040,3,10
Franklin Templeton,2017-12-31,Stifel,0.78679823,4,10
Anchor Capital LLC,2017-12-31,Stifel,0.75600000,5,10
Principal,2017-12-31,Stifel,0.52437623,6,10
Lord Abbett,2017-12-31,Stifel,-0.00116939,7,10
Lazard Asset Management LLC,2017-12-31,Stifel,-0.03998249,8,10
Allianz Global Investors,2017-12-31,Stifel,-0.64599454,9,10
Invesco,2017-12-31,Stifel,-1.67191415,10,10
Delaware,2017-12-31,UBS,24.32534367,1,13
Principal,2017-12-31,UBS,20.05090212,2,13
Lord Abbett,2017-12-31,UBS,15.13310892,3,13
GW&K Investment Management  ,2017-12-31,UBS,14.69648810,4,13
Lazard Asset Management LLC,2017-12-31,UBS,9.57083146,5,13
Congress Asset Management,2017-12-31,UBS,-7.36025820,6,13
Franklin Templeton,2017-12-31,UBS,-10.98309501,7,13
Renaissance Investment Management,2017-12-31,UBS,-15.67000000,8,13
Anchor Capital LLC,2017-12-31,UBS,-29.91079367,9,13
Legg Mason,2017-12-31,UBS,-56.26453998,10,13
Invesco,2017-12-31,UBS,-56.70161606,11,13
Brandes,2017-12-31,UBS,-56.94670099,12,13
Allianz Global Investors,2017-12-31,UBS,-82.25204500,13,13
Anchor Capital LLC,2018-03-31,Adhesion,193.35868100,1,6
Principal,2018-03-31,Adhesion,0.53441047,2,6
Lazard Asset Management LLC,2018-03-31,Adhesion,0.44100000,3,6
Invesco,2018-03-31,Adhesion,0.34820000,4,6
Congress Asset Management,2018-03-31,Adhesion,-0.31629128,5,6
Renaissance Investment Management,2018-03-31,Adhesion,-0.34000000,6,6
Legg Mason,2018-03-31,Ameriprise,21.97976714,1,10
Lazard Asset Management LLC,2018-03-31,Ameriprise,16.91800000,2,10
Renaissance Investment Management,2018-03-31,Ameriprise,2.37000000,3,10
Lord Abbett,2018-03-31,Ameriprise,-0.10000000,4,10
Delaware,2018-03-31,Ameriprise,-0.44014179,5,10
Invesco,2018-03-31,Ameriprise,-0.78948241,6,10
GW&K Investment Management  ,2018-03-31,Ameriprise,-3.26579470,7,10
Franklin Templeton,2018-03-31,Ameriprise,-7.60297541,8,10
Anchor Capital LLC,2018-03-31,Ameriprise,-8.84600000,9,10
Principal,2018-03-31,Ameriprise,-11.69852324,10,10
Legg Mason,2018-03-31,Citi,690.45097107,1,9
Invesco,2018-03-31,Citi,26.22609901,2,9
Delaware,2018-03-31,Citi,4.65675561,3,9
Principal,2018-03-31,Citi,1.28808871,4,9
Renaissance Investment Management,2018-03-31,Citi,1.19188000,5,9
Lord Abbett,2018-03-31,Citi,0.77879056,6,9
Brandes,2018-03-31,Citi,-0.17405824,7,9
Allianz Global Investors,2018-03-31,Citi,-0.61544800,8,9
Franklin Templeton,2018-03-31,Citi,-1.26542483,9,9
GW&K Investment Management  ,2018-03-31,Edward Jones,27.08744994,1,7
Invesco,2018-03-31,Edward Jones,10.51477394,2,7
Legg Mason,2018-03-31,Edward Jones,7.43637195,3,7
Lazard Asset Management LLC,2018-03-31,Edward Jones,4.05400000,4,7
Congress Asset Management,2018-03-31,Edward Jones,2.47757889,5,7
Anchor Capital LLC,2018-03-31,Edward Jones,0.97900000,6,7
Principal,2018-03-31,Edward Jones,0.68011860,7,7
Legg Mason,2018-03-31,Janney,25.58639216,1,8
Principal,2018-03-31,Janney,3.52604026,2,8
Anchor Capital LLC,2018-03-31,Janney,2.70765790,3,8
Lazard Asset Management LLC,2018-03-31,Janney,0.77300000,4,8
Renaissance Investment Management,2018-03-31,Janney,0.14800000,5,8
Brandes,2018-03-31,Janney,-0.06001706,6,8
GW&K Investment Management  ,2018-03-31,Janney,-0.15866037,7,8
Lord Abbett,2018-03-31,Janney,-0.31338080,8,8
Legg Mason,2018-03-31,LPL,30.35813720,1,11
GW&K Investment Management  ,2018-03-31,LPL,16.96132380,2,11
Congress Asset Management,2018-03-31,LPL,4.94112331,3,11
Invesco,2018-03-31,LPL,3.85887653,4,11
Franklin Templeton,2018-03-31,LPL,3.69587958,5,11
Lazard Asset Management LLC,2018-03-31,LPL,3.46600000,6,11
Brandes,2018-03-31,LPL,2.41317387,7,11
Lord Abbett,2018-03-31,LPL,1.76772456,8,11
Anchor Capital LLC,2018-03-31,LPL,-0.50900000,9,11
Renaissance Investment Management,2018-03-31,LPL,-2.49000000,10,11
Delaware,2018-03-31,LPL,-2.91553576,11,11
Legg Mason,2018-03-31,Merrill,748.13244182,1,13
Lord Abbett,2018-03-31,Merrill,191.17441591,2,13
GW&K Investment Management  ,2018-03-31,Merrill,113.13669836,3,13
Principal,2018-03-31,Merrill,29.50080294,4,13
Lazard Asset Management LLC,2018-03-31,Merrill,25.72000000,5,13
Renaissance Investment Management,2018-03-31,Merrill,13.33000000,6,13
Congress Asset Management,2018-03-31,Merrill,2.79670130,7,13
Anchor Capital LLC,2018-03-31,Merrill,-2.12364105,8,13
Brandes,2018-03-31,Merrill,-7.15384003,9,13
Franklin Templeton,2018-03-31,Merrill,-21.70958440,10,13
Invesco,2018-03-31,Merrill,-49.18482526,11,13
Allianz Global Investors,2018-03-31,Merrill,-59.73754139,12,13
Delaware,2018-03-31,Merrill,-68.34372420,13,13
Lazard Asset Management LLC,2018-03-31,MSWM,210.98300000,1,13
Legg Mason,2018-03-31,MSWM,61.02809463,2,13
Invesco,2018-03-31,MSWM,51.32641039,3,13
Principal,2018-03-31,MSWM,46.01587066,4,13
Lord Abbett,2018-03-31,MSWM,15.74639619,5,13
Renaissance Investment Management,2018-03-31,MSWM,13.74000000,6,13
Congress Asset Management,2018-03-31,MSWM,-11.45877319,7,13
Anchor Capital LLC,2018-03-31,MSWM,-19.50441545,8,13
Brandes,2018-03-31,MSWM,-23.88916005,9,13
Franklin Templeton,2018-03-31,MSWM,-29.51476188,10,13
Allianz Global Investors,2018-03-31,MSWM,-29.83098579,11,13
Delaware,2018-03-31,MSWM,-53.81273982,12,13
GW&K Investment Management  ,2018-03-31,MSWM,-63.87726723,13,13
Brandes,2018-03-31,Natixis,8.69696547,1,2
Invesco,2018-03-31,Natixis,0.04989181,2,2
GW&K Investment Management  ,2018-03-31,Oppenheimer,9.93487085,1,6
Legg Mason,2018-03-31,Oppenheimer,7.09121825,2,6
Brandes,2018-03-31,Oppenheimer,3.72685399,3,6
Invesco,2018-03-31,Oppenheimer,0.33815213,4,6
Delaware,2018-03-31,Oppenheimer,-1.43630862,5,6
Congress Asset Management,2018-03-31,Oppenheimer,-2.42576008,6,6
GW&K Investment Management  ,2018-03-31,PNC,23.90422869,1,5
Principal,2018-03-31,PNC,4.91104446,2,5
Legg Mason,2018-03-31,PNC,3.95456552,3,5
Franklin Templeton,2018-03-31,PNC,-0.00600000,4,5
Delaware,2018-03-31,PNC,-3.27903699,5,5
Legg Mason,2018-03-31,Raymond James,215.24485863,1,12
Lazard Asset Management LLC,2018-03-31,Raymond James,19.19500000,2,12
Principal,2018-03-31,Raymond James,17.49840252,3,12
Lord Abbett,2018-03-31,Raymond James,4.29998795,4,12
Allianz Global Investors,2018-03-31,Raymond James,1.85536745,5,12
Anchor Capital LLC,2018-03-31,Raymond James,0.60900000,6,12
Brandes,2018-03-31,Raymond James,-0.72833378,7,12
Congress Asset Management,2018-03-31,Raymond James,-2.78232397,8,12
Invesco,2018-03-31,Raymond James,-3.52110667,9,12
GW&K Investment Management  ,2018-03-31,Raymond James,-3.79448326,10,12
Delaware,2018-03-31,Raymond James,-5.17479394,11,12
Franklin Templeton,2018-03-31,Raymond James,-13.87845244,12,12
Legg Mason,2018-03-31,RBC,25.91074157,1,10
Lazard Asset Management LLC,2018-03-31,RBC,7.58400000,2,10
Franklin Templeton,2018-03-31,RBC,1.45408919,3,10
Anchor Capital LLC,2018-03-31,RBC,0.56240500,4,10
Congress Asset Management,2018-03-31,RBC,0.44851835,5,10
Lord Abbett,2018-03-31,RBC,-0.10024260,6,10
GW&K Investment Management  ,2018-03-31,RBC,-0.15150373,7,10
Invesco,2018-03-31,RBC,-1.02969591,8,10
Principal,2018-03-31,RBC,-6.44826817,9,10
Brandes,2018-03-31,RBC,-9.54752071,10,10
Legg Mason,2018-03-31,Stifel,54.74243784,1,9
GW&K Investment Management  ,2018-03-31,Stifel,2.95581965,2,9
Brandes,2018-03-31,Stifel,1.37145288,3,9
Lord Abbett,2018-03-31,Stifel,0.94481239,4,9
Anchor Capital LLC,2018-03-31,Stifel,0.18100000,5,9
Principal,2018-03-31,Stifel,0.16284142,6,9
Franklin Templeton,2018-03-31,Stifel,0.02894226,7,9
Allianz Global Investors,2018-03-31,Stifel,-0.08898677,8,9
Invesco,2018-03-31,Stifel,-0.57481182,9,9
Lord Abbett,2018-03-31,UBS,141.43273575,1,13
GW&K Investment Management  ,2018-03-31,UBS,44.94215738,2,13
Lazard Asset Management LLC,2018-03-31,UBS,9.64000000,3,13
Renaissance Investment Management,2018-03-31,UBS,-2.96000000,4,13
Franklin Templeton,2018-03-31,UBS,-3.57374044,5,13
Delaware,2018-03-31,UBS,-9.08472222,6,13
Congress Asset Management,2018-03-31,UBS,-10.01334058,7,13
Brandes,2018-03-31,UBS,-15.60963289,8,13
Anchor Capital LLC,2018-03-31,UBS,-16.53589719,9,13
Principal,2018-03-31,UBS,-25.31304010,10,13
Allianz Global Investors,2018-03-31,UBS,-28.98351900,11,13
Legg Mason,2018-03-31,UBS,-36.42208573,12,13
Invesco,2018-03-31,UBS,-37.72149819,13,13
